ChannelName,post_body_text,published_at,LikesCount,SharesCount,CommentsCount,ViewsCount,is_safety_related
Spiritual Word,"#Atlanta has purchased the site of the former #Elleven45 Lounge as part of the #Atlanta #BeltLine’s expansion into #Buckhead, specifically focusing on affordable housing and commercial development. The #BeltLine has acquired nearly 90 acres of land, including 20 acres in 2023, to ensure long-term affordability and equitable development. 

One notable project is the affordable mixed-use development at 425 Garson Drive in Buckhead/Lindbergh, which will feature permanently affordable housing and commercial space near the Lindbergh MARTA station and along the future Northeast Trail. 

The BeltLine has also exceeded its 2023 affordable housing goal, creating 407 affordable homes within the BeltLine Tax Allocation District (TAD) and bringing the total number of affordable units to 3,555.",2024-11-07T22:22:21.000Z,2457.0,0.0,137.0,0.0,True
Rough Draft Atlanta,"The planned route for segment 2 of the Atlanta Beltline's Northwest Trail includes a path going under Peachtree Road in Buckhead. At left is where the Elleven45 Lounge was located. (Atlanta Beltline) The Atlanta Beltline has purchased a shuttered Buckhead nightclub where it plans to build a key segment of the Northwest Trail. On Thursday, Mayor Andre Dickens and Atlanta Beltline Inc....

",2024-11-07T22:18:22.000Z,0.0,0.0,0.0,0.0,True
Everything Georgia,The City of Atlanta has purchased the site of the old Elleven45 Lounge for $11 million to expand the Atlanta BeltLine into Buckhead. https://t.co/k0MYkMnHJW,2024-11-07T21:50:56.000Z,1832.0,257.0,48.0,192489.0,True
Atlanta News First ,"The Atlanta Beltline buys troubled Elleven45 Lounge for $11 million.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-11-07T21:31:43.000Z,2.0,0.0,0.0,206.0,True
ATL City Planning,"RT @CityofAtlanta: Great news, Atlanta! Mayor Andre Dickens joined community leaders today to announce exciting progress on the BeltLine. W…",2024-11-07T21:18:35.000Z,0.0,3.0,0.0,0.0,True
Atlanta Business Chronicle,Four-course pairing menus will go for $75 per person. https://t.co/fMOGBDp49s,2024-11-07T20:26:17.000Z,0.0,0.0,0.0,538.0,True
Atlanta Business Chronicle,The nightclub was the scene of a deadly shooting in May and was later shut down. https://t.co/Km2N14lX4o,2024-11-07T20:15:09.000Z,1.0,1.0,0.0,636.0,True
11Alive,"At a press conference this morning, Atlanta Beltline Inc. CEO Clyde Higgs and Mayor Andre Dickens announced plans for a major expansion of the Atlanta Beltline.",2024-11-07T19:47:19.000Z,4.0,0.0,0.0,153.0,True
Atlanta News First,"“We saw an opportunity to acquire this property around the same time this nuisance operator of a club found themselves in trouble, with me and with the courts. So, our frustrations led to our actions.”  https://t.co/47QQa91uSN",2024-11-07T19:30:07.000Z,2.0,0.0,2.0,634.0,True
CBS46,"“We saw an opportunity to acquire this property around the same time this nuisance operator of a club found themselves in trouble, with me and with the courts. So, our frustrations led to our actions.”  https://t.co/47QQa91uSN",2024-11-07T19:30:07.000Z,2.0,0.0,2.0,695.0,True
Atlanta News First,"“We saw an opportunity to acquire this property around the same time this nuisance operator of a club found themselves in trouble, with me and with the courts. So, our frustrations led to our actions.”",2024-11-07T19:30:01.000Z,10.0,0.0,1.0,0.0,True
WSB-TV,The city purchased the property for $11 million.,2024-11-07T18:01:25.000Z,117.0,17.0,50.0,0.0,True
11Alive,The troubled Elleven45 Lounge was shut down after a shooting earlier this year.,2024-11-07T17:45:43.000Z,0.0,0.0,0.0,34.0,True
Atlanta News First ,"In May, two people were killed and four others were injured during a mass shooting inside the club, after which the city ordered it to shut down.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-11-07T17:37:31.000Z,7.0,0.0,0.0,281.0,True
"City of Atlanta, GA","Great news, Atlanta! Mayor Andre Dickens joined community leaders today to announce exciting progress on the BeltLine. We celebrated the groundbreaking of Segment 1 of the Northwest Trail and the acquisition of land at 2110 Peachtree Road, expanding into Buckhead.

This marks a https://t.co/fk8EwXWLTN",2024-11-07T16:53:03.000Z,11.0,3.0,1.0,2072.0,True
Your Next Best Friend,"RT @zach_ehansen: Atlanta Beltline buys notorious Elleven45 Lounge as part of expansion into Buckhead

The organization kicked off construc…",2024-11-07T16:51:05.000Z,0.0,4.0,0.0,0.0,True
AJC,"The Atlanta Beltline has acquired a notorious shuttered nightclub as the organization starts construction of its northwest corridor into Buckhead.

“We saw an opportunity to acquire the property around the same time that this nuisance operator of a club found themselves in trouble with me and with the courts,” Mayor Andre Dickens said.

Construction on the northwest segment started on Halloween, and the entire Beltline loop is expected to be finished by 2030.

This is a developing story. More at the link in our bio.

✒️: Zachary Hansen | AJC",2024-11-07T16:35:22.000Z,2139.0,0.0,61.0,0.0,True
The Atlanta Journal-Constitution,"The Beltline acquired 2110 Peachtree Rd. NW, formerly the Elleven 45 Lounge, the scene of a fatal Mother’s Day shooting this year that prompted a judge to declare the business a public nuisance, shutting it down.",2024-11-07T16:00:54.000Z,3.0,0.0,3.0,0.0,True
Zachary Hansen,"Atlanta Beltline buys notorious Elleven45 Lounge as part of expansion into Buckhead

The organization kicked off construction of the first segment of the 4.3-mile Northwest Trail through Buckhead last week. Club site to be part of trail’s second phase https://t.co/UMeWm0bsey",2024-11-07T15:29:05.000Z,7.0,4.0,1.0,673.0,True
Atlanta Journal-Constitution,Beltline buys notorious Elleven45 Lounge as part of expansion into Buckhead https://t.co/byCID7hoVj,2024-11-07T14:50:02.000Z,4.0,0.0,0.0,2537.0,True
Atlanta Department of Transportation,"Traffic Advisory: One lane will be temporarily closed to accommodate resurfacing work on University Avenue SW between Moton Avenue and Atlanta Beltline Westside Trail.

#ATLTraffic #AtlantaTraffic https://t.co/UIMdariRv4",2024-11-06T18:00:40.000Z,6.0,4.0,0.0,2877.0,True
The Atlanta Journal-Constitution,Muralist and educator Aziza Andre’ and Atlanta Beltine Art have brought the stories of African American cowboys to life with a new mural titled “Renascent” at the Side Saddle Wine Saloon on the Beltline.,2024-11-04T19:00:22.000Z,24.0,3.0,2.0,0.0,True
Access Atlanta,"$6 sandwiches? Count us in! 🥪😍

Nov 3 is National Sandwich Day and @victorysandwichbar is the perfect go-to to celebrate! Located in Inman Park, this must-try spot has unique combos and fresh flavors. Their covered outdoor seating makes this a great pit-stop on the beltline to grab a great meal and enjoy this fall weather. ☀️🚶🏽

⭐ @victorysandwichbar 

📍 913 Bernina Ave NE - Inman Park

Head to the 🔗 in bio to check out their menu!

#accessatlanta #thingstodoinatlanta #atl #atlanta #nationalsandwichday #sandwichatl #victorysandwichbar",2024-11-01T17:40:06.000Z,375.0,0.0,5.0,5552.0,True
Atlanta Business Chronicle,Firms interested in designing the new path can apply through early December. https://t.co/7EsFREW5ZM,2024-10-31T22:01:11.000Z,0.0,0.0,0.0,498.0,True
ATL City Planning,RT @ATL311: You need to know this! Report these issues on the Atlanta Beltline to ATL311. https://t.co/PFpYjebK4V,2024-10-30T16:18:30.000Z,0.0,1.0,0.0,0.0,True
Atlanta Business Chronicle,Firms interested in designing the new path can apply through early December. https://t.co/mSGvd2KghO,2024-10-30T15:45:04.000Z,0.0,0.0,0.0,385.0,True
Atlanta 311,You need to know this! Report these issues on the Atlanta Beltline to ATL311. https://t.co/PFpYjebK4V,2024-10-29T19:00:02.000Z,1.0,1.0,1.0,387.0,True
The Atlanta Journal-Constitution,Hundreds of flowers collected from Georgia cemeteries have new life on the eastside trail of the Atlanta Beltline.,2024-10-28T14:30:10.000Z,16.0,1.0,1.0,0.0,True
Riley Bunch,A spooky season story today: UGA Professor Mary Hallam Pearse is a familiar face at cemeteries across Georgia. For months she's collected artificial flowers that have blown off gravesites to relocate them to Atlanta's Beltline. #atlpol https://t.co/i3GlZIMF9I,2024-10-28T13:07:34.000Z,4.0,0.0,1.0,450.0,True
DHCooper,"RT @thedogist: Yoshi, Dalmatian (3 y/o), Beltline NE, Atlanta, GA • “She’s crazy, but she’s super sweet. She wants to, like, be in my skin.…",2024-10-27T20:28:03.000Z,0.0,19.0,0.0,0.0,True
The Dogist,"Yoshi, Dalmatian (3 y/o), Beltline NE, Atlanta, GA • “She’s crazy, but she’s super sweet. She wants to, like, be in my skin. She loves to climb trees. If she sees a squirrel, she’ll chase it, and will scale the tree to a scary height.” https://t.co/7YYITDoiXU",2024-10-27T20:17:39.000Z,406.0,19.0,0.0,7311.0,True
The Atlanta Journal-Constitution,"The latest concept from Painted Hospitality, the Atlanta-based company that operates several local “eatertainment” concepts, is set to open next week.",2024-10-26T22:30:04.000Z,1.0,0.0,0.0,0.0,True
Open Hand Atlanta,"Last week we were honored and thrilled to welcome over 100 representatives from our various partnerships to our new headquarters on the Westside and share our vision for Open Hand's future. We look forward to working with all of you (and many more who aren't pictured!) as we continue to grow and expand access to medically tailored meals and nutrition education across the state. 

Partners Pictured:
1) Office of Congresswoman Nikema Williams / Office of Senator Jon Ossoff / Georgia Department of Human Services
2) Georgia Department of Public Health / Emory Healthcare / East Lake Foundation / Representative Kim Schofield / AvitaCare Atlanta 
3) Grove Park Foundation 
4) American Heart Association 
5) AID Atlanta - The Official Page 
6) Atlanta Regional Collaborative for Health Improvement - ARCHI 
7) GradyHealth / GA Department of Human Services, Aging Division
8) Wholesome Wave Georgia / Georgia Health Policy Center 
9) Atlanta Beltline
10) South Fulton Senior Services 

 #MedicallyTailoredMeals #CommunityHealth #FoodIsMedicine #FoodIsLove",2024-10-25T19:20:22.000Z,14.0,0.0,0.0,0.0,True
Atlanta News,"Painted Park, the latest concept from Painted Hospitality, the Atlanta-based company that operates several local “eatertainment” concepts, is opening in Inman Park. https://t.co/yU3l5K6Sya",2024-10-25T17:45:02.000Z,1.0,0.0,0.0,171.0,True
Atlanta Magazine,"While the other Painted concepts like Painted Pin and Painted Pickle have focused on entertainment first, Painted Park on the Beltline places food and drink front and center: https://t.co/6cjbDeCR1z",2024-10-23T21:07:31.000Z,3.0,1.0,0.0,3467.0,True
Fulton County Government,"Last week, the Board of Commissioners proudly recognized the 2024 Fulton County Citizens Commission on the Environment winners! 

These outstanding honorees are making a difference in our community to do what by championing sustainability, enhancing environmental health, and fostering collaboration among residents.

Honorees include:

🏆 Chairman Robb Pitts: Atlanta Volunteer Lawyers Foundation & Nexus Circular

🏆 Commissioner Bridget Thorne (District 1): Johns Creek Green Team

🏆 Commissioner Bob Ellis (District 2): Roswell Rotary

🏆 Commissioner Dana Barrett (District 3): Livable Buckhead

🏆 Commissioner Natalie Hall (District 4): Atlanta Beltline

🏆 Commissioner Marvin S. Arrington, Jr. (District 5): Community Health Worker Garden Project at Camp Truitt

🏆 Vice Chair Khadijah Abdur-Rahman (District 6): Community Health Aligning Revitalization Resilience & Sustainability

Thank you to all the organizations, businesses, and individuals dedicated to improving the lives of citizens in Fulton County! 🌍💚 

#FCCCE #ExperienceFulton #TheFultonWay",2024-10-23T20:31:23.000Z,3.0,0.0,0.0,27.0,True
Fulton County Government,"Last week, the Board of Commissioners proudly recognized the 2024 Fulton County Citizens Commission on the Environment winners! 🎉

These outstanding honorees are making a difference in our community to do what by championing sustainability, enhancing environmental health, and fostering collaboration among residents.

Honorees include:

🏆 Chairman Robb Pitts: Atlanta Volunteer Lawyers Foundation & Nexus Circular

🏆 Commissioner Bridget Thorne (District 1): Johns Creek Green Team

🏆 Commissioner Bob Ellis (District 2): Roswell Rotary

🏆 Commissioner Dana Barrett (District 3): Livable Buckhead

🏆 Commissioner Natalie Hall (District 4): Atlanta Beltline

🏆 Commissioner Marvin S. Arrington, Jr. (District 5): Community Health Worker Garden Project at Camp Truitt

🏆 Vice Chair Khadijah Abdur-Rahman (District 6): Community Health Aligning Revitalization Resilience & Sustainability

Thank you to all the organizations, businesses, and individuals dedicated to improving the lives of citizens in Fulton County! 🌍💚 

#FCCCE #ExperienceFulton #TheFultonWay",2024-10-23T20:30:54.000Z,1.0,0.0,0.0,20.0,True
Atlanta Business Chronicle,Developers would be able to build denser projects in Midtown and around the Atlanta Beltline in return for including affordable units. https://t.co/BXY4HiS4o3,2024-10-23T14:00:30.000Z,1.0,1.0,1.0,432.0,True
J Carter,ONE Musicfest was honored with a timeline installation on the beltline yesterday. It is amazing to watch the growth and impact this festival has made to Atlanta and the overall industry. Thank you Atlanta Beltline for this opportunity to be a part of your pilot program. Yall come out and find us on the Beltline line and point out your favorite @onemusicfest moment! Artwork done by @occasionalsuperstar ✊🏽💪🏽,2024-10-23T12:08:33.000Z,751.0,0.0,143.0,1917.0,True
Atlanta Business Chronicle,Developers would be able to build denser projects in Midtown and around the Atlanta Beltline in return for including affordable units. https://t.co/nZ8TkeAGKS,2024-10-22T19:01:00.000Z,0.0,1.0,0.0,498.0,True
Atlanta Magazine,"While the other Painted concepts like Painted Pin and Painted Pickle have focused on entertainment first, Painted Park on the Beltline places food and drink front and center: https://t.co/6cjbDeDoR7",2024-10-22T17:40:35.000Z,1.0,1.0,1.0,907.0,True
Atlanta Magazine,"While the other Painted concepts like Painted Pin and Painted Pickle have focused on entertainment first, Painted Park on the Beltline places food and drink front and center:",2024-10-22T17:40:27.000Z,6.0,4.0,0.0,0.0,True
Atlanta Magazine,"While the other Painted concepts like Painted Pin and Painted Pickle have focused on entertainment first, Painted Park on the Beltline places food and drink front and center:",2024-10-22T17:40:27.000Z,6.0,3.0,0.0,0.0,True
The Atlanta Journal-Constitution,Scout Living opened Sept. 30 at the popular live-work-play destination along the Beltline in Atlanta’s Old Forth Ward neighborhood. It’s a flexible rental building that allows tenants to select short stays like a hotel or longer leases like an extended stay.,2024-10-22T17:00:35.000Z,28.0,1.0,6.0,0.0,True
Atlanta City Council,"📰 Atlanta is preparing for an influx of residents with an estimate from the Atlanta Regional Commission predicting that nearly 2 million people will move to the city in the next couple of decades, Atlanta Beltline CEO Clyde Higgs said.

Axios Atlanta moderated conversations with https://t.co/izg4XgFOY3",2024-10-21T14:34:15.000Z,2.0,0.0,1.0,569.0,True
SaportaReport,Atlanta Beltline names first-ever art director @DelaneyTarr https://t.co/upu8C9Idd2,2024-10-20T20:01:00.000Z,1.0,0.0,0.0,225.0,True
Atlanta Business Chronicle,"Financial services giant Goldman Sachs Group Inc. is backing a nearly $56 million apartment development on Atlanta’s Westside, one of the few multifamily projects that has landed financing this year inside the Perimeter. https://t.co/KxrYO6nexJ",2024-10-20T02:00:12.000Z,2.0,0.0,0.0,1015.0,True
freeborn Black woman first of her name,RT @NW_Horadam: Massive props to @jasonsdozier for fighting back against the data center lobby trying to carve out an exemption from our ne…,2024-10-19T21:08:44.000Z,0.0,19.0,0.0,0.0,True
Atlanta Business Chronicle,The last act of an eye-catching development along the Atlanta Beltline will feature cascading apartment towers woven together with public gathering space. https://t.co/rODe62nxqt,2024-10-19T16:00:56.000Z,0.0,0.0,0.0,568.0,True
Atlanta Business Chronicle,"Financial services giant Goldman Sachs Group Inc. is backing a nearly $56 million apartment development on Atlanta’s Westside, one of the few multifamily projects that has landed financing this year inside the Perimeter. https://t.co/kE0aYhBRq8",2024-10-19T12:00:48.000Z,4.0,0.0,0.0,882.0,True
Atlanta Business Chronicle,The last act of an eye-catching development along the Atlanta Beltline will feature cascading apartment towers woven together with public gathering space. https://t.co/p1Nu1DgMIk,2024-10-19T02:00:45.000Z,1.0,0.0,0.0,819.0,True
Nathaniel Horadam,"Massive props to @jasonsdozier for fighting back against the data center lobby trying to carve out an exemption from our new legislation.

These locusts want to gobble up prime Intown real estate. We need it for housing.

All Atlantans should oppose it.

https://t.co/OztJuPxRkN",2024-10-19T00:01:09.000Z,83.0,19.0,3.0,4065.0,True
Atlanta Business Chronicle,"Financial services giant Goldman Sachs Group Inc. is backing a nearly $56 million apartment development on Atlanta’s Westside, one of the few multifamily projects that has landed financing this year inside the Perimeter. https://t.co/6M5oAW0ctJ",2024-10-18T21:16:30.000Z,3.0,0.0,0.0,712.0,True
Atlanta Business Chronicle,The last act of an eye-catching development along the Atlanta Beltline will feature cascading apartment towers woven together with public gathering space. https://t.co/1JBJRUS9dh,2024-10-18T19:00:20.000Z,7.0,2.0,0.0,2502.0,True
Atlanta Business Chronicle,Abebe Ventures paid $8.3 million for the parcel. https://t.co/Ww2Rkm6j4V,2024-10-18T18:01:15.000Z,2.0,0.0,0.0,504.0,True
SaportaReport,"Amina Cooper has been named the first director of the 15-year-old @AtlantaBeltline public arts initiative responsible for murals, sculptures and performance across the trail corridor. @delaneytarr https://t.co/upu8C9Idd2",2024-10-18T12:20:00.000Z,5.0,1.0,0.0,1294.0,True
Atlanta Business Chronicle,Abebe Ventures paid $8.3 million for the parcel. https://t.co/iLL2FYR4lz,2024-10-17T14:01:02.000Z,0.0,0.0,0.0,425.0,True
Fulton County Government,"🌿🌍 Established in 1995, the Fulton County Citizens Commission on the Environment has been dedicated to promoting environmentally sound practices and recognizing outstanding contributions to our community. Since 2003, they have celebrated individuals, organizations, and projects that lead the way in environmental excellence.

We are thrilled to announce the 2024 Environmental Awardees: 
🌱 City of Johns Creek
🌱 Roswell Rotary
🌱 Livable Buckhead
🌱 Atlanta Beltline
🌱 Community Health Worker-Led Community Garden Initiative
🌱 Community Health Aligning Revitalization Resilience & Sustainability
🌱 Atlanta Volunteer Lawyers Foundation
🌱 Nexus Circular

Today, we celebrate their impactful work and proclaim October 16, 2024 as Fulton County Citizens Commission on the Environment Awardee Day!

Let's continue to be inspired by these leaders and work together for a sustainable future. ♻️💚 #theFultonway #Sustainability #GreenFutures",2024-10-16T21:26:36.000Z,0.0,1.0,0.0,0.0,True
Rough Draft Atlanta,"Amina Cooper and Chelsea Morey Atlanta Beltline, Inc. is has selected veteran arts leader Amina Cooper as its first-ever director of arts and culture to lead its public art initiative, Atlanta Beltline Art.  As director, Cooper will guide the strategic vision for the Beltline’s arts and culture programming, overseeing its breadth of public art installations, events and special exhibitions as well as its annual juried exhibition season....

",2024-10-16T21:15:27.000Z,8.0,0.0,0.0,0.0,True
Atlanta Business Chronicle,Abebe Ventures paid $8.3 million for the parcel. https://t.co/tm5dFroWik,2024-10-16T21:15:06.000Z,1.0,1.0,1.0,471.0,True
Atlanta City Council,"📰 ""This is right on the BeltLine where we want to see density in more housing."" - @AmirForATL 

New apartments could be coming to Atlanta's Fourth Ward https://t.co/62PgJqfcmb https://t.co/VrrXFT4zpL",2024-10-15T17:58:24.000Z,29.0,2.0,2.0,2983.0,True
FOX 5 Atlanta,Atlanta’s Fourth Ward may get some new neighbors. A developer wants to construct two apartment buildings in the area around North Angier Avenue and Rankin Street near the BeltLine. https://t.co/tRaDj5fAHn,2024-10-15T17:50:07.000Z,3.0,1.0,0.0,1097.0,True
Atlanta Business Chronicle,The entertainment venue aims to open its doors in late 2024. https://t.co/M9cApkXO9s,2024-10-15T16:01:12.000Z,1.0,0.0,0.0,351.0,True
FOX 5 Atlanta,Atlanta’s Fourth Ward may get some new neighbors. A developer wants to construct two apartment buildings in the area around North Angier Avenue and Rankin Street near the BeltLine.,2024-10-15T08:10:07.000Z,19.0,1.0,6.0,0.0,True
FOX 5 Atlanta,Atlanta’s Fourth Ward may get some new neighbors. A developer wants to construct two apartment buildings in the area around North Angier Avenue and Rankin Street near the BeltLine. https://t.co/tmQI63K5gY,2024-10-15T02:40:05.000Z,1.0,2.0,0.0,1316.0,True
DISSENTERS,"Activists place banners atop Arabia Mountain and on the Atlanta Beltline to represent that ""Our struggle for liberation is an intertwined tapestry of resistance here on Turtle Island and globally. We stand in full resistance to settler colonialism and the violent displacement, slaughter and subjugation of indigenous people, from Muscogee land to Palestine, the Congo and Sudan. We stand for a life-affirming world free of militarization and cop cities.”

Banner 1: “LANDBACK”
Banner 2: “FUCK COLUMBUS, STOP COP CITY”

#StopCopCity #FreePalestine #FreeCongo #FreeSudan #EndGILEENow #IndigenousPeoplesDay #LandBack",2024-10-14T19:57:16.000Z,8471.0,0.0,15.0,0.0,True
Atlanta Business Chronicle,The entertainment venue aims to open its doors in late 2024. https://t.co/0fmTxQxk65,2024-10-14T17:15:05.000Z,0.0,0.0,0.0,520.0,True
Atlanta Business Chronicle,The developer of a $1 billion project on the Atlanta Beltline's Eastside Trail aims to add 780 apartments in its final phase. https://t.co/5yC9RwBhNM,2024-10-13T00:05:15.000Z,0.0,0.0,0.0,851.0,True
SaportaReport,Wheels of Change: How a Bike Park Benefits Everyone  #sponsored  @AtlantaBeltline   https://t.co/NkOx6h0d6U,2024-10-12T15:42:01.000Z,0.0,0.0,0.0,207.0,True
Atlanta Business Chronicle,The developer of a $1 billion project on the Atlanta Beltline's Eastside Trail aims to add 780 apartments in its final phase. https://t.co/cAQ5FwCrab,2024-10-12T10:16:33.000Z,0.0,0.0,0.0,686.0,True
Atlanta Business Chronicle,The developer of a $1 billion project on the Atlanta Beltline's Eastside Trail aims to add 780 apartments in its final phase. https://t.co/X3bnK0BUw6,2024-10-11T19:15:06.000Z,1.0,1.0,1.0,658.0,True
Creative Loafing Atlanta,"Sun., Oct. 13
CRITIC'S PICK: ATL Park Jam, Adair Park II - Atlanta BeltLine Art is presenting its second annual tribute to Atlanta’s influence on hip hop, from noon to 7 p.m., with live sets by local DJs, an open skate session, a freestyle rap session with Soul Food Cypher and an HBCU-style drumline.  

Free fitness with Trap Yoga has been added to the schedule; the Happy Black Parent group will be on site for kids’ activities; a tournament curated by the Atlanta Entertainment Basketball League will be played; revelers can shake a leg in the ‘Battle for Atlanta: ITP vs OTP’ Street Dance Battle; and ATL Collective will perform a medley of Atlanta-centric classics. - Kevin C. Madigan",2024-10-11T17:24:19.000Z,3.0,0.0,0.0,0.0,True
Eric Phillips,"A lot of talk in Atlanta about the 4 proposed infill MARTA stations that cross the BeltLine… but are they the top 4 infill stations that *should* be prioritized, or perhaps 4 of a broader list, with other stations topping all or some of them?

Mechanicsville comes to mind. 👀",2024-10-11T13:17:24.000Z,34.0,2.0,5.0,2102.0,True
Smudge,"RT @ESDRuthieDa: Time for a new transit plan on the Atlanta Beltline 
Source: Rough Draft Atlanta https://t.co/eHrQPQMDbD",2024-10-11T01:10:50.000Z,0.0,1.0,0.0,0.0,True
Ruthie’s Daughter Mind Travels @ESDRuthieDa,"Time for a new transit plan on the Atlanta Beltline 
Source: Rough Draft Atlanta https://t.co/eHrQPQMDbD",2024-10-11T00:29:09.000Z,1.0,1.0,0.0,22.0,True
SaportaReport,"Planning and fundraising are underway for the new Bike Park at Westside Park, a vital part of advancing the BeltLine vision as a global model for equity and inclusion.  #Sponsored  @atlantabeltline   https://t.co/NkOx6h0d6U",2024-10-10T14:37:01.000Z,0.0,0.0,0.0,176.0,True
Rough Draft Atlanta,"A more realistic rendering of what the streetcar would look like on the Atlanta Beltline with overhead wires and the barrier fence. (Provided by Better Atlanta Transit) A decade ago, Mayor Kasim Reed tasked Atlanta Beltline Inc. to come up with a streetcar strategy for the whole city. ABI centered the “Atlanta Streetcar System Plan” on the Beltline. No surprise there....

",2024-10-10T13:39:44.000Z,1.0,0.0,1.0,0.0,True
WSB-TV,"Atlanta Beltline adding new sections to Westside Trail, plans to develop abandoned rail corridor https://t.co/iBL13nhVdm",2024-10-09T10:04:02.000Z,10.0,3.0,0.0,4048.0,True
Your Next Best Friend,RT @JoshGreen1234: If you like exploring functional new urban redevelopment projects and haven't checked out the #Atlanta Beltline at night…,2024-10-09T01:16:38.000Z,0.0,18.0,0.0,0.0,True
SaportaReport,A planned Bike Park at Atlanta’s Westside Park plays a vital role in advancing the @AtlantaBeltline vision as a global model for equity and inclusion.   #sponsored  https://t.co/NkOx6h0d6U,2024-10-08T20:01:00.000Z,2.0,0.0,0.0,221.0,True
Josh Green,If you like exploring functional new urban redevelopment projects and haven't checked out the #Atlanta Beltline at night you might want to. https://t.co/daAsxekqIk,2024-10-08T17:48:23.000Z,115.0,18.0,2.0,8226.0,True
SaportaReport,Atlanta Beltline shares update on transit study  @AtlantaBeltLine  https://t.co/K0eUmxMSAw,2024-10-05T19:01:01.000Z,3.0,1.0,0.0,547.0,True
SaportaReport,"During a community engagement meeting on Sept. 26, @AtlantaBeltline shared updates about potential routes and stops for Beltline transit   https://t.co/K0eUmxMSAw",2024-10-03T21:20:00.000Z,1.0,0.0,0.0,252.0,True
steven prediletto,"@KillerMike New York real estate development firms,
Prusik Group https://t.co/IzdKar97C4 &amp;
BRP https://t.co/ZE0upfU961

Additional funding by Atlanta Urban Development, Atlanta Beltline, Inc., and Merchants Capital",2024-10-02T20:03:50.000Z,0.0,1.0,0.0,12654.0,True
Rough Draft Atlanta,"City of Atlanta announces acquisition of Mall West End for mixed-use project
https://t.co/qyUnQokMrF",2024-10-02T00:55:26.000Z,1.0,0.0,0.0,605.0,True
Rough Draft Atlanta,"Mall West End. (Via Google Maps) The City of Atlanta announced the acquisition of Mall West End in partnership with Atlanta Urban Development and Atlanta Beltline, Inc. Funding includes a $5 million acquisition loan from Atlanta Urban Development, $5 million from Atlanta Beltline, Inc., and $19 million in acquisition financing provided by Merchants Capital. The city announced in July that the 12-acre site will be redeveloped into a mixed-use project led by BRP Companies and The Prusik Group....

",2024-10-02T00:54:32.000Z,0.0,0.0,0.0,0.0,True
LaTosha Brown,"RT @BVMInstitute: This past Saturday, our Black Voters Matter team hit the Atlanta Beltline, helping folks check their voter registration a…",2024-10-01T22:28:39.000Z,0.0,3.0,0.0,0.0,True
Your Next Best Friend,Atlanta Urban Development Corp. and the Beltline have purchased the Mall West End https://t.co/HicBdBbLq6,2024-10-01T16:04:00.000Z,34.0,9.0,3.0,1996.0,True
Neighbor Newspapers,"ICYMI: Atlanta Opera will call the Beltline home in the future! The company has plans to redevelop a historic Buckhead property, predicted to open in 2027. Click the link in our story to get all the details!
📸: Special Photo — Atlanta Opera
#Atlanta #AtlantaOpera #TheBeltline #AtlantaBeltline #Summer2027 #AtlantaOperaExpansion",2024-09-30T17:20:13.000Z,5.0,0.0,0.0,0.0,True
SaportaReport,"ICYMI:  The Atlanta Opera has announced plans for the multi-disciplinary arts project along the Atlanta Beltline, with performance and educational spaces, a rehearsal area as well as administrative offices for the organization.  @MariaSaporta 
https://t.co/mSofSbkgV2",2024-09-30T12:20:00.000Z,2.0,0.0,0.0,230.0,True
Darin Givens,"The beautiful Peachtree Arcade stretched from Peachtree to Broad Street in Downtown Atlanta. It was completed in 1918 &amp; demolished in the 1960s. The last image shows what stands there now.

What's our Peachtree Arcade today? I'm guessing Ponce City Market + the Eastside Beltline. https://t.co/FbME0P0okb",2024-09-28T19:50:39.000Z,37.0,4.0,4.0,5385.0,True
Atlanta Business Chronicle,Beltline officials have a plan with dozens of transit stations. https://t.co/e6q5hihcwj,2024-09-28T16:00:08.000Z,1.0,1.0,0.0,708.0,True
Atlanta Business Chronicle,Beltline officials have a plan with dozens of transit stations. https://t.co/fnBNb9xO5e,2024-09-28T02:00:30.000Z,2.0,0.0,0.0,843.0,True
Atlanta Business Chronicle,Beltline officials have a plan with dozens of transit stations. https://t.co/sGRZ4mr6Sx,2024-09-27T19:32:00.000Z,0.0,0.0,0.0,542.0,True
NRPA news,"The Chestnut Family Foundation in Atlanta has donated $8 million to the Bike Park at Westside Park. This new biking facility will be within Atlanta's largest greenspace and will feature trails for all skill levels, a pump track and a bicycle playground.

https://t.co/7wKRlLyAxJ",2024-09-27T17:00:09.000Z,2.0,0.0,0.0,160.0,True
